token,frequency
Mǝndǝdir,1
göyin,1
"qüdrǝti,",1
Abu,1
"atǝş,",1
xakü,1
ǝrkan,1
Hǝqtala,1
göydǝn,1
"istǝmǝzǝm,",1
külli-fürqan,1
"Katiba,",1
ağu,1
qǝrayǝ,1
"azdırur,",1
dinlǝ,1
avazi-quran,1
"Pǝhlǝvanlar,",1
Rüstǝmi-zal,1
hökmi-Süleyman,1
Əyyuba,1
çǝkdirdi,1
bǝlavü,1
"möhnǝti,",1
"istǝş,",1
verǝyim,1
Yǝqubi,1
Yusifi-Kǝnan,1
"Piri-künci-xǝlvǝtǝm,",1
Misri-sultan,1
Şahi-Mǝrdanın-Əlinin,1
"aliyǝm,",1
"övladiyǝm,",1
Zülfüqarü,1
"Düldül,",1
uç,1
Açarım,1
"dini-Mǝhǝmmǝd,",1
mǝzhǝbi-Cǝfǝr,1
"yǝqin,",1
La,1
fǝta,1
sirri-pünhan,1
şǝha,1
"qılmışam,",1
"vilayǝt,",1
eydi-qurban,1
Xǝtaiyǝm,1
vǝsfinyi,1
Eşqilǝ,1
"bağlaram,",1
dǝftǝrlǝ,1
Zülmat,1
Ruzi-əzəldə,1
"vüsali-dust,",1
xəyali-didəyə,1
vǝdǝn,1
qǝhrin,1
kǝzaf,1
"ayıtdı,",1
Alǝmǝ,1
ǝmri,1
"""nunü",1
"kaf""",1
"Əlhǝmdurur,",1
vǝsfi-cǝmalın,1
"Vǝzzüha,",1
sureyi-Quranda,1
Abi-kövsǝrdir,1
baği-cǝnnǝtdir,1
lǝlin,1
cami-saf,1
hicrindǝ,1
lǝzzǝtindǝn,1
hicrinin,1
mǝsaf,1
"sǝfǝr,",1
ǝzmi-tǝvǝkkül,1
pişǝ,1
"bizǝ,",1
kifaf,1
qǝhrinin,1
"dönmǝgil,",1
pǝrinin,1
kuhi-Qaf,1
dərvişəm,1
"gərərsən,",1
"görsənə,",1
"ararsan,",1
Halın,1
"sararlar,",1
"Mürşiddən,",1
rəhbərdən,1
Tüstü,1
guşə-guşə,1
"ararlar,",1
arıyam,1
yanarmı?,1
iqrarından,1
dönərmi?,1
uçan,1
qonarmı?,1
"deşilməz,",1
"Mürşidsiz,",1
rəhbərsiz,1
Mürşid,1
ətəgində,1
sultandır,1
"qǝlǝndǝr,",1
Qǝdim,1
imandır,1
Qǝlǝndǝrdir,1
"sirri-kovneyn,",1
Əmiri-hǝyyi,1
fǝrmandır,1
Qǝlǝndǝr,1
Mustafavü,1
"Mürtǝzadır,",1
Zǝhi,1
sǝr,1
"bürhǝnǝ,",1
Müsafirlǝr,1
mǝsti-candı,1
Vüsali-şahǝ,1
Cǝhanın,1
darini,1
gǝda,1
"buş,",1
ǝhli-imandır,1
şöhrǝti-alǝm,1
Hesaba,1
Kǝbǝsin,1
Qulami-şahi-mǝrdandır,1
neyləyim…,1
Dügüylə,1
tükənmiş,1
motal,1
bizmişik,1
naşükür,1
kəndə.,1
"noğula,",1
"qəndə,",1
axta,1
zoğal,1
malımız,1
sahibcamalımız,1
öyünmə,1
kamalımız,1
"Kəbəm,",1
"Kərbəlam,",1
"Məkkəm,",1
"Mədinəm,",1
ziyarətimdir.,1
Qiblə,1
qaşlarına,1
əymək,1
ibadətimdir.,1
"sözümdən,",1
"özümdən,",1
yayınanda,1
həşrü,1
qiyamətimdir.,1
Bağlamışam,1
din-imanı,1
Tapşırıb,1
əmanətimdir.,1
"ayım,",1
"hilalım,",1
"Dövlətim,",1
"iqbalım,",1
"cahım,",1
hekayətimdir.,1
xəcildir,1
"telindən,",1
Tutilər,1
şikayətimdir.,1
laleyi-həmra,1
rəna,1
"yeyrək,",1
bala,1
Yavru,1
topğun,1
sinəli,1
"məstan,",1
xərməni.,1
Saçları,1
"qoxulu,",1
xosrovü,1
"örtər,",1
gülabəfşan,1
bürci-fələkdən,1
Seyrinə,1
cəsəddən,1
ucuyla,1
"şəhr,",1
Basdığın,1
sünbüllər,1
Ləhceyi-göftarına,1
Qaşının,1
tağinə,1
fədalər,1
qarğu,1
Dərgahində,1
kəlbinə,1
ilticalər,1
düalər,1
seyrəngahı,1
Çinü-Maçində.,1
"Söyləgən,",1
"oynağan,",1
biçimdə,1
"Bəzəyi,",1
"libası,",1
"əşrəfili,",1
qəsabə,1
"qıyğac,",1
Altından,1
"burulması,",1
sənəmlər.,1
"sürahidir,",1
"büllur,",1
Gərdənin,1
"minadan,",1
"sonasan,",1
düşübsən,1
yaşılbaş,1
"sonadan,",1
İxtilatın,1
gülüşündən,1
"təzəli,",1
"yaraşığı,",1
doğubsan,1
"anadan,",1
tökülübdür,1
Sinə,1
Ağız,1
"hənadan,",1
Ovçusu,1
"maralın,",1
Xəyalımdan,1
"Ənliyi,",1
kirşanı,1
Alırsan,1
əqlini,1
sərdən.,1
"Duaçınam,",1
"nəzərdən,",1
"sənadan,",1
"çеşmi-çırağı,",1
Külli-Gürcüstanın,1
sayеyi-sübhan,1
sərdari-valaşan,1
"sərdəftəriymiş,",1
Еulоn,1
оğlan,1
Hеç,1
yоxdur,1
"nisbəti,",1
şanına.,1
"yеli,",1
"güli-xəndanına,",1
əyə,1
"fərmanına,",1
Taqi-əbruyi-lətifi,1
qiblеyi-iman,1
bəyəndim,1
"ləhcеyi-göftarını,",1
"Maşaallah,",1
еtmiş,1
ululuq,1
"asarını,",1
əvvəla,1
"didarını,",1
çağdan,1
Sayır,1
оğlundan,1
xanın,1
оlmadıq,1
"ruşinas,",1
Manеi,1
"yоx,",1
еylədik,1
оcaq,1
"оcaqdır,",1
"iqtibas,",1
şükrü,1
"sipas,",1
оcağı,1
taban,1
sevdik,1
risva,1
ağızdan-ağıza,1
düşdük,1
süxənlər,1
Nolurdu,1
qasidin,1
kağız,1
Qələyə,1
gedəydim,1
gedənlər,1
əndamlar,1
səfayi-söhbətin,1
Batar,1
əzamıza,1
tüklər,1
"göndərmiş,",1
bərgi-səmənlər,1
nəqqaşımış,1
"(yarəb),",1
"katib,",1
göstərənlər,1
Səfərdə,1
kağızları,1
Öpər,1
gülbədənlər,1
vətənindən,1
Diyari-ğürbətda,1
amandı!,1
Qəsdin,1
xatiri-biçarə,1
"dağılsın,",1
zib,1
"ruxi-alma,",1
Məh,1
"daldalanıb,",1
Tənha,1
dili-məhzunə,1
həqiqətdə,1
təni-zarə,1
sərvi-səhi,1
"töhfeyi-hüsnün,",1
Xüddamləri,1
müjdeyi-bimarə,1
birəhmə,1
şərhi-qəmim,1
"sevərsiz,",1
"budu,",1
verməyələr,1
"ləxti-cigərdən,",1
Təqsim,1
məşqi-xəti-hüsnün,1
Birənc,1
dəmi-əfsun,1
"şəhmarə,",1
Əsib,1
pirəhənin,1
sinəndən,1
“Səlli,1
əla”,1
sürtüm,1
qəndilitək,1
məməndən,1
Gəzib-gəzib,1
"Kin,",1
"gedəndə,",1
“Bəri,1
bax”,1
deməndən,1
Oturub,1
Şirin-şirin,1
içib-yeməndən,1
Müddətdi,1
"həsrətəm,",1
"qabağa,",1
"qaşa,",1
"tutum,",1
çənəndən,1
"qərarı,",1
tarı.,1
Öldürən,1
zamandü,1
"Zakiri-zarı,",1
qəməndən,1
Bəlayi-eşqə,1
"büti-məhparə,",1
Ümidi-vəsli-cənnət,1
Cəfayi-dövri-gərdun,1
dunü,1
"kəcrəftarə,",1
ahugözlülər,1
bağlar,1
kəməndi-zülf,1
"şiri,",1
Tökübdür,1
"kəsrəti-qəmdən,",1
"rahi-tədbiri,",1
"təsiri,",1
ahın,1
"dilbəri-xunxarə,",1
Oxurdum,1
məktəbi-üşşaqdə,1
təsnifi-Loğmanı,1
"samanı,",1
hicri-yar,1
"əfqanı,",1
dərddir,1
Yazılmış,1
Vuran,1
Mənsurluq,1
lafın,1
qəmi-darından,1
narından,1
inciməz.,1
göftarından,1
Gülüstani-cahanda,1
xarından,1
"istəyirsən,",1
təneyi-əğyarə,1
cümleyi-aləm,1
"tacidarım,",1
şahsən,1
sipahı,1
"bərhəm,",1
zəxmi-tiri-yarə,1
xurdü,1
Xəyali-zülfü,1
möhnətlə,1
Əflatun,1
"çarəsin,",1
"Cəm,",1
vəsli-dilbər,1
iltiyam,1
Tülui-sübhə,1
xatirimə,1
göglərə,1
mahparə,1
"yalın,",1
zəmzəmi-sirişk,1
Təvafi-kuyi,1
nihani,1
"dəri-yarə,",1
"xakə,",1
Qübarın,1
öpməgə,1
Düşərmi,1
"olə,",1
xudayi-həyyü,1
"əhəd,",1
sərvqamət,1
Deyəndə,1
deyərdim,1
Məzaqə,1
Mükərrər,1
Özüm-özümə,1
"payan,",1
"Lifi-xurmaydı,",1
səqfü,1
bamı,1
Keçib,1
yatmağa,1
"uzanır,",1
Bədəni,1
nisfdən,1
Mələkül-mövt,1
"salam,",1
əyləşibdir,1
pirü,1
"əlil,",1
təhsinilnə,1
zənbil.,1
Əzrail:,1
"hünarzadə,",1
təmir?,1
Haza,1
li,1
yəmutu,1
kəsir.,1
Bilmiş,1
Ulular,1
bəzmidir,1
ədəbxanə.,1
Bilmək,1
adabıdır,1
"vacib,",1
Rəsmi-adabə,1
rağib.,1
Biədəb,1
Ədəbin,1
rəsmidir,1
cavabü,1
rəyi-mətinü,1
qövli-səvab.,1
Hərəkətdən,1
göftardan,1
məfhum.,1
rümuzi,1
"ülül-əbsar,",1
Fikrsiz,1
göftar.,1
"Eyləməz,",1
yeganeyi-dü,1
dana.,1
sualə,1
"şaiq,",1
Mətləbindən,1
nəqsi-xitab.,1
Məclisə,1
Yuxarı,1
Sahibi-məclis,1
Mizəbanın,1
"ilhah,",1
"yuxarı,",1
varındı,1
səlah.,1
sədri-bəzmi,1
"Soluva,",1
sağuva,1
xüruş.,1
"göftar,",1
Danışan,1
"söhbət,",1
diqqət.,1
Diqqit,1
Cəhldən,1
şəmatət,1
Cünki,1
başlayıbdı,1
əq,1
cəhlin,1
"ədibi-danişmənd,",1
Bəhri-elmü,1
kəmalü,1
mədəni-pənd.,1
"icadın,",1
təhris,1
"təslim,",1
"ədibi-fərzanə,",1
təslimdir,1
dürdanə.,1
"cəhd,",1
elmi-hikməti,1
əhd.,1
ədib,1
hökmi-şahı,1
zəlumü,1
cəhul.,1
övladi-bakəmali-ədib,1
fəzldən,1
ədibə,1
qeyz,1
itabə,1
"müəllim,",1
xəyanətdir?,1
ixlasü,1
iradətdir?,1
Əhdüvə,1
“Fə,1
iza,1
xaləfəl-kərimü,1
cəfa”.,1
Tərbiyətdir,1
Müxtəlifdir,1
istedad,1
ustad.,1
Daş-ara,1
zərdü,1
"müzmər,",1
daşda,1
"nurəfşan,",1
əlvan.,1
Süheyldəndir,1
cüzi-ərzə,1
"rəngi-digər,",1
ciz,1
"feyzi-mövlasın,",1
təqazasın.,1
Agəh,1
şurəzarlər,1
sünbül.,1
"zəhməti-bica,",1
batinin,1
raviyani-kəlam-,1
Süleyaman,1
əleyhi-səlam.,1
kəlağə,1
hüzuruma,1
hala.,1
Bişəyə,1
kəlaq,1
Nəzərində,1
pəstü,1
güruhu,1
pəsənd.,1
"zibadır,",1
uladır.,1
"əzmi-cövlanə,",1
xidməti-Süleymanə.,1
ziştə,1
"kəlaği-bədmənzər,",1
"zişt,",1
kərihül-cəmalü,1
şumü,1
dürişt.,1
İnkisar,1
"kəlağ,",1
çaldım,1
cümleyi-tüyurə,1
balamdan,1
behtər.,1
"rəsuli-xuda,",1
balasıdır,1
ziba.,1
kurü,1
“Külli-hizbin,1
bima,1
lədayhi”,1
oxu-,1
mənayədir,1
"adəmi-bikar,",1
Xüşk,1
"odundu,",1
layiqi-nar.,1
deyibdilər,1
əqdəm:,1
adəm.,1
Puç,1
"vayə,",1
sənətdir,1
ticarətçün,1
"dövlət,",1
sənət.,1
əhli-sənətin,1
"hünəri,",1
səməri?,1
"miqdarı,",1
“Kari-buzinə,1
nist,1
nəcari”,1
xəllaqi-cahan,1
xilqəti-imkan,1
Kənzi-məxfidə,1
Mənbeyi-feyz,1
Kimini,1
Ənbiya,1
silkini,1
sərdəftəri-dövran,1
"yaradıb,",1
"xüddam,",1
Qəlbi-insanı,1
Xilqəti-aləmə,1
qəyyum,1
Bəzini,1
bəzini,1
Sirri-hikmətdi,1
xaliqə,1
Hikməti-kamiləsin,1
şayan,1
Mülki-Şirvan,1
xani-fələkşovkət,1
tabeyi-farmanı,1
dövləti-Rusiyyə,1
Yaranal,1
Yermolovi-sahibi-əqlü,1
bəylərini,1
"təhrir,",1
layiqi-əhvalını,1
zamanından,1
kimsənələr,1
"şöhrət,",1
"niyyət,",1
"atasın,",1
kimisi,1
İmperatora,1
kəşfü,1
təhqiqi-məratib,1
Puçin,1
"divan,",1
Məlikbəylərov,1
İçdilər,1
"Quranə,",1
etməyələr,1
"əyrüiyə,",1
"böhtanə,",1
layiqinü,1
edələr,1
"Xan,",1
"doldur,",1
əmiranə,1
Tövsəni-təbimi,1
cövlanə,1
Bimü,1
bak,1
"İndi,",1
"təb,",1
seçilib,1
nizam:,1
tuli-kəlam.,1
ərzə,1
xam;,1
itlərə,1
təmən-xam,1
üə,1
təməinə,1
Məmməd,1
ağa.,1
Qaldığı,1
gözləmədı,1
Getdilər,1
Unudub,1
Allahi,1
"kəfil,",1
daşınıb,1
"zənbil-zənbil,",1
mədələri,1
qidanı,1
"təhlil,",1
ishalə,1
çoxun,1
Çoxusu,1
tirmə,1
çuxa.,1
"oları,",1
bari-xuda.,1
quyruğunu,1
batırıbdır,1
"nohura,",1
dövri-fələkdən,1
"tamı,",1
"yağlandı,",1
şiybanlı,1
Qasım,1
görmədiyi,1
"əyyamı,",1
Şiybanda,1
çirağan,1
Yekə,1
"bəydən,",1
Kühən,1
qapar,1
"eşşəkdən,",1
"qırma,",1
"barıtdan,",1
"zəngdən,",1
Nüh,1
beyin,1
"yerdən,",1
"göydən,",1
insafdı,1
Deyəsiz,1
"şali-Kişmir,",1
Tərxanov,1
Knyazovu,1
"şeyxi-Kəbir,",1
inayətlər,1
tərxan,1
"insafdır,",1
"peyrəviyani-Bərmək,",1
"edəsiz,",1
"çiləndir,",1
Süfyanü,1
Mərvan,1
Xud,1
pristatel,1
bəg?,1
zimral,1
Səhək?,1
Aşikar,1
işdi,1
həmməzhəbinə,1
qəsdi-müsəlman,1
Qaraqaş,1
"döyüdü,",1
bəg,1
"araya,",1
bardağa,1
səhək,1
yazığı,1
Bərmək,1
eşşəyə,1
eşşəklər,1
arpanı,1
"məsələ,",1
"müftiyi-pakizə-xisal,",1
"Yazılıb,",1
arvadı,1
"həramdır,",1
həlal?,1
qalı,1
Şarii-şər,1
qubernat,1
ötürə,1
pristav,1
"Sibirə,",1
zənnim,1
"yetirə,",1
bədcins,1
"qətirə,",1
Həmzəni,1
"Qurbanbəyov,",1
"gətirə,",1
Qurbanbəyova,1
dövləti-Qarunə,1
"imkanı,",1
Şirvanı:,1
"Bağı,",1
"buzxanəsi,",1
"karvansarası,",1
"dükkanı,",1
"Nökəri,",1
"faytonu,",1
"çobanı,",1
"Xud,",1
demədiz,1
"filana,",1
"bəhmanə,",1
Şirvanə.,1
Hansınızda,1
düşmoyə,1
xanə?,1
Tüpürüm,1
bez,1
yatdığınız,1
yorğanə!,1
"nanı,",1
Həsrəti-nan,1
"Bilmirəm,",1
neyləyir,1
"xanlıği,",1
"xanı,",1
olumu,1
gümrah?,1
"bəzəyə,",1
"rubah,",1
Nənəş,1
nikah!,1
Şirvanski,1
"bəyzadə,",1
nəsəbü,1
"əcdadə,",1
mənadə.,1
yazacaqdır,1
"şahzadə,",1
insaf,1
"Manaf,",1
xanəsini,1
"təvaf,",1
"bəydi,",1
"pristatel,",1
"insaf-Ki,",1
ləqəbin,1
Üryanın,1
Həsənbəy,1
tutardı,1
"kürkə,",1
"papağa,",1
Dağıdıb,1
"paltarın,",1
gələrdi,1
"otağa,",1
"Üryan,",1
"atan,",1
"əyyami-qedimin,",1
taxtına,1
izzətlə,1
divan!,1
Çərxi-zən-qəhbə,1
Advoqatlar,1
"manəndi-yağı,",1
"Fondilki,",1
Haput,1
"orta,",1
Ağacan,1
"ayağı,",1
Soydular,1
ərzəçinin,1
"yağı,",1
uduzuldu,1
"boyağı,",1
"lotu,",1
elədi…,1
Xəlqlər,1
yığılıb,1
söylədilər,1
Həqq-nahəq,1
Məsləhətçün,1
oxunan,1
İnanan,1
İy,1
tufa,1
ağca,1
"pilov,",1
"bozbaş,",1
"maaş,",1
"yeməyib,",1
Qarnın,1
otarmaq,1
Əhli-divanın,1
Şərhi,1
itmamə,1
yazila,1
ətli,1
kitab;,1
Füqəralər,1
yanıban,1
zəlzələ,1
zəlzələnin,1
"baqi,",1
polisə,1
başımıza,1
Tikdi,1
"sarsağı,",1
gücünən,1
tabeyi-fərman,1
saqqalını,1
soyğunçuluğu,1
əmələ.,1
tovladı,1
ayğırı,1
madyan,1
"pristav,",1
"köməkçi,",1
"kvartal,",1
"kazak,",1
Məsləhətçin,1
eleyibler,1
əşxası,1
nahəqdən,1
"dustaq,",1
sinib,1
Əbdül,1
xatirimi,1
çobanı,1
taifəsi,1
"avam,",1
məhzəri-divanda,1
"şəhərdə,",1
çöldə,1
işinə,1
"Məlikov,",1
yaxşıca,1
Qırxdı,1
"misli-dəllək,",1
Sac,1
Lahıcdan,1
"qutarıb,",1
Salyanda,1
"ələk,",1
Cifə,1
Şeyxəli,1
"özün,",1
Sarısaqqallı,1
naçalnik,1
qorxaq,1
"inək,",1
"çullardı,",1
palanlardı,1
"kəpək,",1
ağamız,1
Tərxan,1
İncinar,1
"Qasımbəy,",1
"xanəxərab,",1
İncınarlıq,1
elmdi,1
"fəsli-kitab,",1
Haradan,1
qabili-əyan,1
müfsidi-bədzat,1
"atını,",1
tat,1
"yanda,",1
yedi,1
dibdat,1
njgəhban,1
Mirovoy,1
sudyada,1
"güləş,",1
"manəndi-şələ,",1
Şələ,1
ciyfeyi-dünyayə,1
"tələ,",1
gözlədi,1
Seyyidi-sərgəştə,1
Şərmdən,1
"yazmadı,",1
"ixrac,",1
əppəyə,1
özləri,1
binan,1
Qoymağa,1
islamə,1
Şərin,1
övraqına,1
şəneyi-şirazə,1
Şöhrəti-elmi,1
rövnəqi-islamı,1
Üqdəsi,1
cərəs,1
Büğzü,1
çərxi-dəni,1
əhli-dili,1
eləməz.,1
Yıxmasa,1
büqəni,1
Tikməmiş,1
şayəd,1
Çapdılar,1
"tərəfə,",1
baxmadılar,1
"yayə,",1
"qışə,",1
Sərqətərlər,1
hamını,1
Kürdəmir,1
"doşabı,",1
Bakı,1
Ozünə,1
yekəraq,1
xəlqdə,1
"allamə,",1
çıxıban,1
"həngamə,",1
Buınların,1
"xamə,",1
Ərseyi-fikrdə,1
Şeyxül-islam,1
Şüreyh,1
qazinin,1
Batinən,1
"getmişdi,",1
Təmai-xam,1
yadımdadı,1
"zəmani-mazi,",1
"razi,",1
"fəyyazi,",1
kişini,1
Heyf,1
əzl,1
Ağamməd,1
blr,1
nər,1
Şiədən,1
Ələsğər,1
soruşdum,1
qazi?,1
sünnidə,1
bədtər,1
müsəlmanlığı,1
"Hüseynə,",1
Kərbübəlaya,1
"gəlməsün,",1
"Gəlsə,",1
dəştidə,1
Söyləginən,1
gətirməsün,1
Kufəyə,1
"Əkbəri,",1
türreyi-müşki-ənbəri.,1
Firəngətək,1
"cümleyi-ali-heydəri,",1
Zibhi-əzim,1
kuhi-Minayə,1
"Qasimi,",1
qatili,1
Toyda,1
əlləri,1
xizab.,1
Şümri-dun,1
eyləsün,1
"Zeynəbi-bəxti-qərayə,",1
Gəlməyə,1
"fürsətim,",1
Öldürəcəkdi,1
Müslümü,1
firqəyi-zülam.,1
Əbəlfəzin,1
Bacıların,1
"ayaqyalın,",1
dəşti-bəlayə,1
Yetsə,1
"Müslimi-əqil,",1
İbni-Ziyad,1
nəşimi,1
edibdü,1
Qüslü,1
hənut,1
qənarədə,1
"qətil,",1
"İstəmirəm,",1
əyalını,1
qönçəsifət,1
"əyalına,",1
yavərim,1
Qasimi-xoşməqalına.,1
təsəddüq,1
"Əkbərimin,",1
üsərayə,1
əmoğluma,1
məni-bikəsi,1
"həlal,",1
Ərzimi,1
Ali-əbayə,1
şəhri-hal.,1
"zari-dilməlal,",1
"Qasim,",1
hərayə,1
vardu,1
"qatilin,",1
gəlmə,1
"Mədinədən,",1
Xədicəni,1
"Səkinədən,",1
şuri-nəvayə,1
"bağlasın,",1
baladən,1
"ayrılıb,",1
kövni-məkanı,1
"dağlasın,",1
"əza,",1
Xədicədən,1
"ağlasın,",1
yetimliyin,1
mahu-liqayə,1
Fatimənin,1
"kənizi,",1
qissəni,1
"zən,",1
gəlibdü,1
xasüam.,1
Növhə,1
ağlayar,1
Tapmasa,1
"dəri-nicat,",1
dari-bəqayə,1
"şahi-pürkǝrǝm,",1
"sahibnǝzǝrdir,",1
"Vilayǝtdir,",1
nuri-bǝsǝrdir.,1
Quşanǝ,1
seyfü,1
"silahi,",1
caninǝ,1
xǝtǝrdir.,1
Yǝzidin,1
lǝşgǝrindǝn,1
yetǝrdir.,1
ğazi,1
"görsǝ,",1
bǝtǝrdir.,1
İşarǝt,1
qıldığunca,1
Önündǝ,1
Şümrü,1
Mǝrvan,1
dǝrbǝdǝrdir.,1
Nişanı,1
tǝlǝtli,1
belindǝ,1
kǝmǝrdir.,1
"cǝhli-tǝndir,",1
"sirri-qüdrǝt,",1
"bilür,",1
xǝbǝrdir.,1
Cahangir,1
"girsǝ,",1
Xǝvariclǝr,1
ǝyaqda,1
payisǝrdir.,1
rǝhmǝt,1
yağmuri,1
"zǝminǝ,",1
ğazinin,1
namvǝrdir.,1
zǝxmi-seyfü,1
"xǝncǝr,",1
getmǝsin,1
tǝbǝrdir.,1
"bǝhri-hǝqiqǝtdir,",1
Hǝyati-cavidani,1
mötǝbǝrdir.,1
bǝhrinǝ,1
"bulmayanlar,",1
ǝmavü,1
ǝhmǝq,1
bixǝbǝrdir.,1
Nǝfǝs,1
göhǝrdir,1
"bilǝnlǝr,",1
"söylǝyǝnlǝr,",1
gerçǝk,1
ǝrdir.,1
"bayraq,",1
Geyinsǝ,1
"ğazilǝr,",1
hǝzǝrdir.,1
"fǝdadır,",1
Çe,1
cayi-mülkü,1
zǝrdür.,1
"etmǝkmolur,",1
qovli,1
qǝrari,1
Öylǝ,1
bǝdnam,1
Xakpayi,1
ǝhli-dil,1
olmagil,1
cǝhlǝ,1
ǝbabil,1
Cǝhlini,1
edǝndǝ,1
söhbǝt,1
görǝcǝk,1
kǝs,1
eybilǝ,1
sǝttarına,1
şǝrmsar,1
vǝqt,1
gizlicǝ,1
vǝfasız,1
bivǝfanı,1
Getmǝ,1
kǝnci-nihan,1
getsǝn,1
tǝndǝ,1
Qayib,1
"çeşmindǝn,",1
Qorxaram,1
sünbüli-ǝnbǝrfişan,1
"pǝrivǝş,",1
möhnǝtindǝn,1
tǝrǝhhüm,1
Ahim,1
"zǝbǝr,",1
zǝminü,1
etsǝm,1
"neçǝ,",1
"ǝziz,",1
Nǝsnǝ,1
"dünyǝdǝ,",1
yaxşı-yaman,1
Basmadın,1
yerǝ,1
"qǝrar,",1
Mǝskǝn,1
müşǝrrǝfdir,1
"görmǝsǝ,",1
Taqǝt,1
ruhi-rǝvan,1
Diyari-eşqə,1
"sultanəm,",1
dila,1
"zəmanimdə,",1
Vəzirimdir,1
ğəmü,1
ğüssə,1
yanimdə.,1
Ferağü,1
atəşü,1
ələmlər,1
bağnmı,1
"yaxdi,",1
İlikler,1
üstixanimdə.,1
"canbazi-sərbazəm,",1
fövqindədir,1
"darim,",1
Həllac,1
yürütdüm,1
risimanimdə.,1
"şəhbazi-kuhsarəm,",1
əyməm,1
"qülleyi-Qafe,",1
enqa,1
yavnı,1
uçurdum,1
aşiyanimdə.,1
arxası,1
cahamn,1
"padişahidir,",1
Xötai,1
həp,1
ə.,1
Neylǝrǝm,1
cǝnnǝti,1
Ğǝflǝt,1
şöylǝ,1
binǝsib.,1
"görür,",1
mǝlamǝt,1
"donunu,",1
yetǝn,1
yerinǝ,1
"çalınur,",1
Doğruluq,1
"qapısıdır,",1
"utanur,",1
gövhǝri,1
xǝrc,1
nadanǝ,1
Gövhǝrin,1
qǝdrini,1
xiridar,1
Hüsnin,1
sureyi-Yasinü,1
"Hǝlǝta,",1
Kǝbeyi-mübarǝkü,1
Mǝrveyi-Sǝfa.,1
Dövri-fǝlǝk,1
verirsǝ,1
"ixtiyarını,",1
tari-muyini,1
cǝhana,1
baha!,1
Gǝlmiş,1
gǝlibdürǝ,1
"beruzi-hǝşr,",1
Dövri-qǝmǝr,1
şahi-mǝhliqa.,1
istǝsǝ,1
ixlasilǝ,1
Üstündǝ,1
zill,1
sayǝ,1
sǝadǝt,1
hüma.,1
Toprağa,1
dilǝrǝm,1
bǝhri-tutiya.,1
Şeydavü,1
mǝstü,1
"heyranǝm,",1
İxlasilǝ,1
mǝnǝm,1
canfǝda.,1
Xurşidü,1
sitarǝ,1
"ǝncümǝn,",1
surǝtinǝ,1
ǝzizi-ma.,1
Ruhi-müsǝvvǝr,1
bǝabü,1
"gil,",1
Sǝnsǝn,1
ǝhsǝni-tǝqvimǝ,1
kimiya.,1
yoxidi,1
dürri-ibtida.,1
Hǝmtası,1
şǝhǝnşahi-ǝzǝm,1
"nigarımın,",1
bǝhǝqqi-hörmǝti-övladi-Müstǝfa.,1
yoruxmǝ,1
"tiğ,",1
Olgil,1
şǝhidi-dǝşti-biyabani-Kǝrbǝla.,1
"hicrindǝ,",1
Varma,1
hicr-dilsuzani,1
Dustü,1
xamusu,1
mǝnimçün,1
zar-zar.,1
Zar-zar,1
yüzünçün,1
"mürği-can,",1
dövri-ruzigar!,1
tirǝdir,1
"sǝnsiz,",1
"arami-dil,",1
ötdü,1
"İntizarǝm,",1
vǝdeyi-vǝslin,1
dağlara,1
biqǝrar.,1
Biqǝrar,1
saçıntǝk,1
rüxlǝrindǝn,1
"mǝn,",1
dilfikar.,1
Dilfikar,1
firqǝtindǝn,1
"şǝb,",1
xǝyali,1
Qarşu,1
"quşuyam,",1
"başıyam,",1
sufilər,1
"yoldaşıyam,",1
Nerdə,1
"əkərsən,",1
"bitərəm,",1
çağırsan,1
"yetərəm,",1
Sufilər,1
"tutaram,",1
narda,1
Turda,1
"taclı,",1
"atlı,",1
"nisbətli,",1
"atlıyam,",1
"datlıyam,",1
"zatlıyam,",1
"Dilbər,",1
Çulqala,1
basdır,1
"dərində,",1
bükələr,1
"fikrim-zikrim,",1
"Rəncü-məşəqqətə,",1
bari-möhnətə?,1
Haçandır,1
"tari-zülmətə,",1
Çəkilsin,1
üstümdən,1
"duman,",1
Payibəndəm,1
bimar.,1
Razi-dilim,1
Çəkərəm,1
qubarı,1
"Pərişandır,",1
küsarı.,1
"Ölsün,",1
itkin,1
"əğyarı,",1
Gəzməsin,1
hicrini,1
"Vaqifi-xəstə,",1
"Leylü-nahar,",1
"nabat,",1
rəngi-rüxi-alına,1
qaşi,1
cilvəyi-eşqin,1
yetişibdir,1
"cəmalə,",1
eləmişəm,1
"sənəmi-hurimisalə,",1
dəhənü,1
"məqalə,",1
"arizi-alə,",1
"silsileyi-kakilə,",1
"daneyi-xalə,",1
təkin,1
"sağəri-gülnar,",1
dönüm,1
türreyi-ənbər,1
güli-rüxsar,1
"aşiqi-didar,",1
Ləlin,1
"xummar,",1
Minavü,1
sürahində,1
"lətafət,",1
çəkməyələr,1
qamətü,1
"nisbət,",1
edərdimmi,1
"külfət,",1
Istərsə,1
tiği-siyasət,1
Öldürmək,1
Sabir,1
eyşlə,1
"işrət,",1
cami-visalə.,1
"Oxşar,",1
"deyirəm,",1
ləblərinə,1
"badeyi-gülgun,",1
Məzur,1
şuridə,1
"aşüftə,",1
daneyi-xalindəki,1
girehi-zülfünə,1
"əknun,",1
məcun,1
